Location,TimeFrame,DataFormat,Data
Laurel,2004,Percent,0.64
Laurel,2005,Percent,0.65
Laurel,2006,Percent,0.68
Laurel,2007,Percent,0.63
Laurel,2008,Percent,0.59
Laurel,2009,Percent,0.66
Lawrence,2004,Percent,0.58
Lawrence,2005,Percent,0.61
Lawrence,2006,Percent,0.53
Lawrence,2007,Percent,0.44
Lawrence,2008,Percent,0.51
Lawrence,2009,Percent,0.53
Lee,2004,Percent,0.62
Lee,2005,Percent,0.51
Lee,2006,Percent,0.53
Lee,2007,Percent,0.51
Lee,2008,Percent,0.37
Lee,2009,Percent,0.45
Leslie,2004,Percent,0.46
Leslie,2005,Percent,0.41
Leslie,2006,Percent,0.51
Leslie,2007,Percent,0.64
Leslie,2008,Percent,0.61
Leslie,2009,Percent,0.65
Letcher,2004,Percent,0.27
Letcher,2005,Percent,0.17
Letcher,2006,Percent,0.18
Letcher,2007,Percent,0.23
Letcher,2008,Percent,0.75
Letcher,2009,Percent,0.71
Lewis,2004,Percent,0.76
Lewis,2005,Percent,0.76
Lewis,2006,Percent,0.6
Lewis,2007,Percent,0.55
Lewis,2008,Percent,0.67
Lewis,2009,Percent,0.54
Lincoln,2004,Percent,0.65
Lincoln,2005,Percent,0.66
Lincoln,2006,Percent,0.68
Lincoln,2007,Percent,0.69
Lincoln,2008,Percent,0.74
Lincoln,2009,Percent,0.66
Livingston,2004,Percent,0.7
Livingston,2005,Percent,0.67
Livingston,2006,Percent,0.77
Livingston,2007,Percent,0.81
Livingston,2008,Percent,0.84
Livingston,2009,Percent,0.84
Logan,2004,Percent,0.67
Logan,2005,Percent,0.63
Logan,2006,Percent,0.6
Logan,2007,Percent,0.63
Logan,2008,Percent,0.53
Logan,2009,Percent,0.53
Lyon,2004,Percent,0.68
Lyon,2005,Percent,0.9
Lyon,2006,Percent,0.73
Lyon,2007,Percent,0.84
Lyon,2008,Percent,0.82
Lyon,2009,Percent,0.82
McCracken,2004,Percent,0.79
McCracken,2005,Percent,0.76
McCracken,2006,Percent,0.8
McCracken,2007,Percent,0.83
McCracken,2008,Percent,0.87
McCracken,2009,Percent,0.86
McCreary,2004,Percent,0.72
McCreary,2005,Percent,0.77
McCreary,2006,Percent,0.76
McCreary,2007,Percent,0.8
McCreary,2008,Percent,0.77
McCreary,2009,Percent,0.73
McLean,2004,Percent,0.57
McLean,2005,Percent,0.58
McLean,2006,Percent,0.58
McLean,2007,Percent,0.64
McLean,2008,Percent,0.67
McLean,2009,Percent,0.59
Madison,2004,Percent,0.64
Madison,2005,Percent,0.62
Madison,2006,Percent,0.64
Madison,2007,Percent,0.62
Madison,2008,Percent,0.63
Madison,2009,Percent,0.58
Magoffin,2004,Percent,0.48
Magoffin,2005,Percent,0.65
Magoffin,2006,Percent,0.58
Magoffin,2007,Percent,0.64
Magoffin,2008,Percent,0.62
Magoffin,2009,Percent,0.51
Marion,2004,Percent,0.65
Marion,2005,Percent,0.72
Marion,2006,Percent,0.72
Marion,2007,Percent,0.6
Marion,2008,Percent,0.58
Marion,2009,Percent,0.74
Marshall,2004,Percent,0.81
Marshall,2005,Percent,0.78
Marshall,2006,Percent,0.78
Marshall,2007,Percent,0.83
Marshall,2008,Percent,0.83
Marshall,2009,Percent,0.82
Martin,2004,Percent,0.54
Martin,2005,Percent,0.53
Martin,2006,Percent,0.63
Martin,2007,Percent,0.53
Martin,2008,Percent,0.43
Martin,2009,Percent,0.34
Mason,2004,Percent,0.77
Mason,2005,Percent,0.59
Mason,2006,Percent,0.66
Mason,2007,Percent,0.73
Mason,2008,Percent,0.63
Mason,2009,Percent,0.62
Meade,2004,Percent,0.55
Meade,2005,Percent,0.62
Meade,2006,Percent,0.62
Meade,2007,Percent,0.59
Meade,2008,Percent,0.58
Meade,2009,Percent,0.59
Menifee,2004,Percent,0.73
Menifee,2005,Percent,0.74
Menifee,2006,Percent,0.8
Menifee,2007,Percent,0.69
Menifee,2008,Percent,0.67
Menifee,2009,Percent,0.74
Mercer,2004,Percent,0.68
Mercer,2005,Percent,0.72
Mercer,2006,Percent,0.67
Mercer,2007,Percent,0.66
Mercer,2008,Percent,0.7
Mercer,2009,Percent,0.71
Metcalfe,2004,Percent,0.74
Metcalfe,2005,Percent,0.52
Metcalfe,2006,Percent,0.57
Metcalfe,2007,Percent,0.64
Metcalfe,2008,Percent,0.64
Metcalfe,2009,Percent,0.54
Monroe,2004,Percent,0.71
Monroe,2005,Percent,0.64
Monroe,2006,Percent,0.57
Monroe,2007,Percent,0.58
Monroe,2008,Percent,0.56
Monroe,2009,Percent,0.5
Montgomery,2004,Percent,0.73
Montgomery,2005,Percent,0.71
Montgomery,2006,Percent,0.73
Montgomery,2007,Percent,0.73
Montgomery,2008,Percent,0.73
Montgomery,2009,Percent,0.77
Morgan,2004,Percent,0.65
Morgan,2005,Percent,0.57
Morgan,2006,Percent,0.68
Morgan,2007,Percent,0.65
Morgan,2008,Percent,0.56
Morgan,2009,Percent,0.58
Muhlenberg,2004,Percent,0.67
Muhlenberg,2005,Percent,0.69
Muhlenberg,2006,Percent,0.62
Muhlenberg,2007,Percent,0.68
Muhlenberg,2008,Percent,0.76
Muhlenberg,2009,Percent,0.74
Nelson,2004,Percent,0.67
Nelson,2005,Percent,0.74
Nelson,2006,Percent,0.76
Nelson,2007,Percent,0.73
Nelson,2008,Percent,0.75
Nelson,2009,Percent,0.74
Nicholas,2004,Percent,0.76
Nicholas,2005,Percent,0.72
Nicholas,2006,Percent,0.71
Nicholas,2007,Percent,0.76
Nicholas,2008,Percent,0.75
Nicholas,2009,Percent,0.62
Ohio,2004,Percent,0.62
Ohio,2005,Percent,0.62
Ohio,2006,Percent,0.6
Ohio,2007,Percent,0.51
Ohio,2008,Percent,0.63
Ohio,2009,Percent,0.58
Oldham,2004,Percent,0.75
Oldham,2005,Percent,0.78
Oldham,2006,Percent,0.79
Oldham,2007,Percent,0.75
Oldham,2008,Percent,0.81
Oldham,2009,Percent,0.77
Owen,2004,Percent,0.74
Owen,2005,Percent,0.66
Owen,2006,Percent,0.69
Owen,2007,Percent,0.73
Owen,2008,Percent,0.64
Owen,2009,Percent,0.62
Owsley,2004,Percent,0.37
Owsley,2005,Percent,0.48
Owsley,2006,Percent,0.45
Owsley,2007,Percent,0.5
Owsley,2008,Percent,0.56
Owsley,2009,Percent,0.58
Pendleton,2004,Percent,0.72
Pendleton,2005,Percent,0.71
Pendleton,2006,Percent,0.6
Pendleton,2007,Percent,0.6
Pendleton,2008,Percent,0.5
Pendleton,2009,Percent,0.64
Perry,2004,Percent,0.41
Perry,2005,Percent,0.36
Perry,2006,Percent,0.4
Perry,2007,Percent,0.46
Perry,2008,Percent,0.58
Perry,2009,Percent,0.58
Pike,2004,Percent,0.62
Pike,2005,Percent,0.61
Pike,2006,Percent,0.57
Pike,2007,Percent,0.61
Pike,2008,Percent,0.65
Pike,2009,Percent,0.57
Powell,2004,Percent,0.69
Powell,2005,Percent,0.69
Powell,2006,Percent,0.74
Powell,2007,Percent,0.71
Powell,2008,Percent,0.64
Powell,2009,Percent,0.7
Pulaski,2004,Percent,0.77
Pulaski,2005,Percent,0.74
Pulaski,2006,Percent,0.73
Pulaski,2007,Percent,0.8
Pulaski,2008,Percent,0.81
Pulaski,2009,Percent,0.76
Robertson,2004,Percent,0.56
Robertson,2005,Percent,0.75
Robertson,2006,Percent,0.67
Rockcastle,2004,Number,137
Rockcastle,2005,Number,125
Rockcastle,2006,Number,108
Rockcastle,2007,Number,129
Rockcastle,2008,Number,118
Rockcastle,2009,Number,87
Rowan,2004,Number,169
Rowan,2005,Number,198
Rowan,2006,Number,202
Rowan,2007,Number,202
Rowan,2008,Number,196
Rowan,2009,Number,186
Russell,2004,Number,157
Russell,2005,Number,135
Russell,2006,Number,140
Russell,2007,Number,151
Russell,2008,Number,169
Russell,2009,Number,159
Scott,2004,Number,419
Scott,2005,Number,463
Scott,2006,Number,480
Scott,2007,Number,507
Scott,2008,Number,484
Scott,2009,Number,464
Shelby,2004,Number,322
Shelby,2005,Number,316
Shelby,2006,Number,390
Shelby,2007,Number,403
Shelby,2008,Number,410
Shelby,2009,Number,331
Simpson,2004,Number,140
Simpson,2005,Number,119
Simpson,2006,Number,135
Simpson,2007,Number,120
Simpson,2008,Number,112
Simpson,2009,Number,100
Spencer,2004,Number,151
Spencer,2005,Number,124
Spencer,2006,Number,144
Spencer,2007,Number,154
Spencer,2008,Number,165
Spencer,2009,Number,160
Taylor,2004,Number,167
Taylor,2005,Number,203
Taylor,2006,Number,221
Taylor,2007,Number,210
Taylor,2008,Number,196
Taylor,2009,Number,189
Todd,2004,Number,93
Todd,2005,Number,87
Todd,2006,Number,103
Todd,2007,Number,119
Todd,2008,Number,101
Todd,2009,Number,82
Trigg,2004,Number,100
Trigg,2005,Number,91
Trigg,2006,Number,99
Trigg,2007,Number,110
Trigg,2008,Number,81
Trigg,2009,Number,118
Trimble,2004,Number,84
Trimble,2005,Number,83
Trimble,2006,Number,73
Trimble,2007,Number,75
Trimble,2008,Number,82
Trimble,2009,Number,77
Union,2004,Number,87
Union,2005,Number,91
Union,2006,Number,124
Union,2007,Number,84
Union,2008,Number,94
Union,2009,Number,92
Warren,2004,Number,950
Warren,2005,Number,902
Warren,2006,Number,899
Warren,2007,Number,735
Warren,2008,Number,766
Warren,2009,Number,756
Washington,2004,Number,105
Washington,2005,Number,87
Washington,2006,Number,107
Washington,2007,Number,84
Washington,2008,Number,94
Washington,2009,Number,95
Wayne,2004,Number,177
Wayne,2005,Number,178
Wayne,2006,Number,167
Wayne,2007,Number,188
Wayne,2008,Number,194
Wayne,2009,Number,194
Webster,2004,Number,107
Webster,2005,Number,84
Webster,2006,Number,95
Webster,2007,Number,81
Webster,2008,Number,85
Webster,2009,Number,98
Whitley,2004,Number,263
Whitley,2005,Number,257
Whitley,2006,Number,287
Whitley,2007,Number,271
Whitley,2008,Number,272
Whitley,2009,Number,285
Wolfe,2004,Number,78
Wolfe,2005,Number,66
Wolfe,2006,Number,81
Wolfe,2007,Number,55
Wolfe,2008,Number,60
Wolfe,2009,Number,55
Woodford,2004,Number,179
Woodford,2005,Number,194
Woodford,2006,Number,184
Woodford,2007,Number,205
Woodford,2008,Number,180
Woodford,2009,Number,168
Robertson,2007,Percent,0.79
Robertson,2008,Percent,0.72
Robertson,2009,Percent,0.74
Rockcastle,2004,Percent,0.61
Rockcastle,2005,Percent,0.65
Rockcastle,2006,Percent,0.58
Rockcastle,2007,Percent,0.65
Rockcastle,2008,Percent,0.63
Rockcastle,2009,Percent,0.53
Rowan,2004,Percent,0.8
Rowan,2005,Percent,0.78
Rowan,2006,Percent,0.73
Rowan,2007,Percent,0.75
Rowan,2008,Percent,0.72
Rowan,2009,Percent,0.65
Russell,2004,Percent,0.72
Russell,2005,Percent,0.71
Russell,2006,Percent,0.71
Russell,2007,Percent,0.7
Russell,2008,Percent,0.73
Russell,2009,Percent,0.71
Scott,2004,Percent,0.67
Scott,2005,Percent,0.73
Scott,2006,Percent,0.74
Scott,2007,Percent,0.74
Scott,2008,Percent,0.74
Scott,2009,Percent,0.71
Shelby,2004,Percent,0.6
Shelby,2005,Percent,0.58
Shelby,2006,Percent,0.65
Shelby,2007,Percent,0.71
Shelby,2008,Percent,0.7
Shelby,2009,Percent,0.56
Simpson,2004,Percent,0.69
Simpson,2005,Percent,0.63
Simpson,2006,Percent,0.62
Simpson,2007,Percent,0.55
Simpson,2008,Percent,0.49
Simpson,2009,Percent,0.47
Spencer,2004,Percent,0.75
Spencer,2005,Percent,0.76
Spencer,2006,Percent,0.74
Spencer,2007,Percent,0.79
Spencer,2008,Percent,0.79
Spencer,2009,Percent,0.8
Taylor,2004,Percent,0.61
Taylor,2005,Percent,0.72
Taylor,2006,Percent,0.7
Taylor,2007,Percent,0.65
Taylor,2008,Percent,0.59
Taylor,2009,Percent,0.62
Todd,2004,Percent,0.49
Todd,2005,Percent,0.52
Todd,2006,Percent,0.57
Todd,2007,Percent,0.62
Todd,2008,Percent,0.57
Todd,2009,Percent,0.49
Trigg,2004,Percent,0.69
Trigg,2005,Percent,0.66
Trigg,2006,Percent,0.69
Trigg,2007,Percent,0.76
Trigg,2008,Percent,0.6
Trigg,2009,Percent,0.7
Trimble,2004,Percent,0.71
Trimble,2005,Percent,0.72
Trimble,2006,Percent,0.85
Trimble,2007,Percent,0.75
Trimble,2008,Percent,0.66
Trimble,2009,Percent,0.73
Union,2004,Percent,0.54
Union,2005,Percent,0.52
Union,2006,Percent,0.58
Union,2007,Percent,0.5
Union,2008,Percent,0.52
Union,2009,Percent,0.53
Warren,2004,Percent,0.71
Warren,2005,Percent,0.67
Warren,2006,Percent,0.61
Warren,2007,Percent,0.52
Warren,2008,Percent,0.55
Warren,2009,Percent,0.52
Washington,2004,Percent,0.74
Washington,2005,Percent,0.77
Washington,2006,Percent,0.75
Washington,2007,Percent,0.68
Washington,2008,Percent,0.7
Washington,2009,Percent,0.78
Wayne,2004,Percent,0.66
Wayne,2005,Percent,0.73
Wayne,2006,Percent,0.73
Wayne,2007,Percent,0.77
Wayne,2008,Percent,0.77
Wayne,2009,Percent,0.75
Webster,2004,Percent,0.55
Webster,2005,Percent,0.46
Webster,2006,Percent,0.51
Webster,2007,Percent,0.45
Webster,2008,Percent,0.47
Webster,2009,Percent,0.56
Whitley,2004,Percent,0.67
Whitley,2005,Percent,0.65
Whitley,2006,Percent,0.62
Whitley,2007,Percent,0.55
Whitley,2008,Percent,0.57
Whitley,2009,Percent,0.59
Wolfe,2004,Percent,0.67
Wolfe,2005,Percent,0.66
Wolfe,2006,Percent,0.67
Wolfe,2007,Percent,0.5
Wolfe,2008,Percent,0.59
Wolfe,2009,Percent,0.6
Woodford,2004,Percent,0.66
Woodford,2005,Percent,0.72
Woodford,2006,Percent,0.68
Woodford,2007,Percent,0.67
Woodford,2008,Percent,0.72
Woodford,2009,Percent,0.6
