State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,Footnote
CA,57033,UCSF HOME HEALTH CARE,"3360 GEARY BLVD, STE 201",SAN FRANCISCO,94118,4153533100,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57018,"VNA OF GREATER LOS ANGELES, INC","3452 E FOOTHILL BLVD, STE 130",PASADENA,91107,6265682588,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57019,MARSHALL HOME CARE,"681 MAIN STREET, SUITE 206",PLACERVILLE,95667,5306262900,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57021,VNA OF ORANGE COUNTY LLC,"2520 RED HILL AVE, SUITE 100",SANTA ANA,92705,9492634700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57031,SUTTER VISITING NURSE ASSOCIATION,"100 ROWLAND WAY, SUITE 215",NOVATO,94945,4152097700,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57002,"CENTRAL COAST VNA & HOSPICE, INC",5 LOWER RAGSDALE DRIVE,MONTEREY,93942,8313726668,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57003,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"2800 LEAVENWORTH STREET, SUITE 350A",SAN FRANCISCO,94133,4157494200,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57004,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"5099 COMMERCIAL CIRCLE, SUITE 205-A",CONCORD,94520,9256774240,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57007,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"2880 SOQUEL AVENUE, SUITE 10",SANTA CRUZ,95062,8314796625,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57008,VNA AND HOSPICE OF SO CALIFORN,150 W FIRST ST STE 270,CLAREMONT,91711,9096243574,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7/1/66, 
CA,57013,VNA CALIFORNIA,6235 RIVER CREST DR STE L,RIVERSIDE,92507,9514131200,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57036,GENTIVA HEALTH SERVICES,1260 N DUTTON AVE STE 150,SANTA ROSA,95401,7075457114,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57040,LIVINGSTON MEMORIAL VISITING NURSE ASSOCIATION,1996 EASTMAN AVE STE 101,VENTURA,93003,8056420239,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57053,KAISER FOUNDATION HOSPITAL LOS ANGELES HHA,3699 WILSHIRE BLVD 3RD FLOOR,LOS ANGELES,90010,3237834375,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/66, 
CA,57071,KAISER FOUNDATION HOSP HOME HEALTH - SAN FRANCISCO,4131 GEARY BLVD,SAN FRANCISCO,94118,4158332770,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/72, 
CA,57072,"MEMORIALCARE HOME HEALTH, LLC","23521 PASEO DE VALENCIA, STE 100",LAGUNA HILLS,92653,9494601500,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/1/73, 
CA,57100,LOMA LINDA UNIV MED CTR HHA,11265 MT VIEW AVE STE H14,LOMA LINDA,92354,9095583096,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/12/67, 
CA,57114,WESTERN HEALTH HOMECARE,"591 CAMINO DE LA REINA, SUITE 1010",SAN DIEGO,92108,6192936800,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/1/69, 
CA,57129,TRINITYCARE EXTENDED CARE,1000 CORPORATE CENTER DRIVE SUITE110,MONTEREY PARK,91754,3239814488,Religious Affiliations,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1/16/78, 
CA,57135,SAINT AGNES HOME HEALTH AND HOSPICE,6729 NORTH WILLOW AVE SUITE 103,FRESNO,93710,5594505112,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/25/70, 
CA,57136,KINDRED AT HOME,"12419 LEWIS STREET, SUITE 104",GARDEN GROVE,92840,7146632703,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/12/70, 
CA,57138,ADVENTIST HEALTH HOME CARE,27 WOODLAND ROAD,SAINT HELENA,94574,7079675770,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8/6/70, 
CA,57143,GENTIVA HEALTH SERVICES,2525 CAMINO DEL RIO S STE 22O,SAN DIEGO,92108,6192999900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/30/70, 
CA,57163,VISITING NURSE AND HOSPICE CARE OF SANTA BARBARA,"512 EAST GUTIERREZ STREET, SUITE B",SANTA BARBARA,93103,8059655555,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/15/74, 
CA,57187,PRESBYTERIAN INTERCOMMUNITY HOSPITAL HOME HEALTH,15050 IMPERIAL HWY,LA MIRADA,90638,5629027763,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/1/76, 
CA,57190,PATHWAYS HOME HEALTH AND HOSPICE,585 NORTH MARY AVENUE,SUNNYVALE,94085,4087305100,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/28/77, 
CA,57198,INTERIM HEALTHCARE OF SACRAMENTO,2941 FULTON AVE SUITE B,SACRAMENTO,95821,9164868181,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/5/77, 
CA,57200,TAHOE FOREST HHS,10985 SPRING LANE,TRUCKEE,96161,5305823244,Local,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7/1/77, 
CA,57203,GENTIVA HEALTH SERVICES,3220 S HIGUERA ST STE 101,SAN LUIS OBISPO,93401,8055444402,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/6/78, 
CA,57205,ST. ELIZABETH COMM HOSP HHA,1425 VISTA WAY,RED BLUFF,96080,5302454040,Religious Affiliations,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1/16/78, 
CA,57212,ST JOSEPH'S MED CENTER HOME HEALTH,"509 W WEBER AVE, SUITE 200",STOCKTON,95203,2094736700,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/78, 
CA,57214,WILSHIRE HOME HEALTH,"1130 E SHAW AVE, SUITE 200",FRESNO,93710,5592480131,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/1/78, 
CA,57219,NORTHBAY HEALTH AT HOME,5140 BUSINESS CENTER DRIVE  #130,FAIRFIELD,94534,7076463575,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/18/79, 
CA,57226,BARTON MEMORIAL HOSPITAL HHA AND HOSPICE,"2092 LAKE TAHOE BLVD, SUITE 500",SOUTH LAKE TAHOE,96150,5305423171,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/27/79, 
CA,57230,RIDGECREST REGIONAL HOSPITAL HOME HEALTH AGENCY,1653 TRIANGLE DRIVE,RIDGECREST,93555,7604460624,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/9/79, 
CA,57234,JOHN C FREMONT H C DIST HHA,"5108 HIGHWAY 140, STE C",MARIPOSA,95338,2099663800,Local,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10/1/79, 
CA,57246,OXFORD HEALTH CARE,280 ATLANTIC AVE,LONG BEACH,90802,5624326441,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/1/79, 
CA,57248,COMMUNITY HOME CARE,"1925 E DAKOTA, STE 208",FRESNO,93726,5594591615,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/18/80, 
CA,57252,"ANGELES HOME HEALTH CARE, INC","3701 WILSHIRE BOULEVARD, SUITE 900",LOS ANGELES,90010,2134875131,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/20/80, 
CA,57255,KAWEAH DELTA HOME HEALTH,403 WEST MAIN STREET,VISALIA,93291,5596246400,State/County,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/3/80, 
CA,57256,ST JOSEPH HOME CARE - HUMBOLDT COUNTY,2127 HARRISON AVE #3,EUREKA,95501,7074439332,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/12/80, 
CA,57258,INTERIM HEALTHCARE,"1762 TECHNOLOGY DRIVE, SUITE 211",SAN JOSE,95110,4082925680,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/7/80, 
CA,57274,WOODLAND HEALTHCARE HOME HEALTH,1207 FAIRCHILD COURT,WOODLAND,95695,5304062900,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/20/81, 
CA,57276,JOHN MUIR HOME HEALTH SERVICES,2298 PIKE COURT,CONCORD,94520,9256742560,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/4/81, 
CA,57278,LODI MEMORIAL HOSPITAL HOME HEALTH AGENCY,800 S. LOWER SACRAMENTO RD.,LODI,95242,2093343411,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/16/81, 
CA,57368,WILSHIRE HOME HEALTH,277 SOUTH ST STE W,SAN LUIS OBISPO,93401,8057828600,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/30/97, 
CA,57374,PREMIER HEALTHCARE SERVICES,"1601 RESPONSE ROAD, SUITE 250",SACRAMENTO,95815,9169230881,Proprietary,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3/31/11, 
CA,57404,COUNTRY HOME CARE,9370 WEST STOCKTON BLVD #130,ELK GROVE,95758,9166914100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/22/93, 
CA,57407,KAISER FOUNDATION HOSPITAL HOME HEALTH  SANTA ROSA,"3550 ROUND BARN BLVD, SUITE 112",SANTA ROSA,95403,7075665488,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/16/93, 
CA,57412,ESKATON HOME HEALTHCARE,"9722 FAIR OAKS BLVD, SUITE A & E",FAIR OAKS,95628,9165363750,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/2/93, 
CA,57413,MANAGED HOMECARE INC,"1770 IOWA AVENUE, SUITE 110",RIVERSIDE,92507,9513410782,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/9/93, 
CA,57415,IMPERIAL VALLEY HOME HEALTH CARE CORPORATION,"630 SOUTH BRAWLEY AVENUE, SUITE 5",BRAWLEY,92227,7603449180,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,9/3/93, 
CA,57422,"LIVINGSTONE HOME HEALTH SERVICES, INC","6301 BEACH BLVD, SUITE 212",BUENA PARK,90621,7149946329,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/6/93, 
CA,57426,HOLISTIC APPROACH INC,"4505 PRECISSI LANE,  SUITE B",STOCKTON,95207,2099567050,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/21/93, 
CA,57427,SUTTER COAST HOME CARE,"785 E WASHINGTON BLVD, SUITE 14 & 15",CRESCENT CITY,95531,7074648511,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/2/93, 
CA,57432,COMMUNITY HOME HEALTH,348 WEST HOSPITALITY LANE SUITE 200,SAN BERNARDINO,92408,9098876391,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/21/93, 
CA,57433,A C  HOME HEALTH AGENCY,5601 W SLAUSON AVE SUITE 235,CULVER CITY,90230,3232945189,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/12/93, 
CA,57445,ACCREDITED HOMEHEALTH SERVICES,5955 DESOTO AVENUE SUITE 160,WOODLAND HILLS,91367,8189861234,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/29/93, 
CA,57447,RELIANCE HOME HEALTH SERVICES,16660 PARAMOUNT BLVD STE 304,PARAMOUNT,90723,5626308783,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/1/93, 
CA,57448,FREMONT-RIDEOUT HOME HEALTH,939 LIVE OAK BLVD,YUBA CITY,95991,5306737100,Private,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,9/10/93, 
CA,57449,KINDRED AT HOME-HOME HEALTH-PLEASANT HILL,"395 TAYLOR BLVD, SUITE 118",PLEASANT HILL,94523,9252466000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/9/93, 
CA,57456,PARAMOUNT HOME CARE,"6131 ORANGETHORPE AVENUE, #110",BUENA PARK,90620,7149941250,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/10/94, 
CA,57470,COSMOPOLITAN HEALTH SERVICES,"21860 BURBANK BLVD, STE 180",WOODLAND HILLS,91367,8188883385,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/23/94, 
CA,57477,ADVENTIST HEALTH HOME CARE AND HOSPICE SERVICES,"460 KINGS COUNTY DRIVE, #105",HANFORD,93230,5595853425,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/8/94, 
CA,57483,TOTAL CARE NURSING SERVICES,3450 WILSHIRE BLVD SUITE 1003,LOS ANGELES,90010,2133801399,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/10/94, 
CA,57487,PSA HEALTHCARE,"1401 EL CAMINO AVENUE, SUITE 520",SACRAMENTO,95815,9169293286,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4/20/94, 
CA,57494,REDLANDS COMMUNITY HOSP H C,350 TERRACINA BLVD,REDLANDS,92373,9093355647,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/94, 
CA,57495,ERA HOME HEALTH SERVICES CORPORATION,270 W BADILLO ST,COVINA,91723,6263322581,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/3/94, 
CA,57497,PRIME NURSING SERVICES,3250 WILSHIRE BLVD STE  1008,LOS ANGELES,90010,2133809991,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/13/94, 
CA,57503,TRI-CITY HOME CARE,2095 W VISTA WAY # 220,VISTA,92083,7609405800,State/County,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/29/82, 
CA,57505,PALOMAR HOME HEALTH SERVICES,975 SOUTH ANDREASEN DRIVE,ESCONDIDO,92029,7607966833,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/12/82, 
CA,57511,ADDUS HEALTHCARE,"255 YGNACIO VALLEY ROAD, SUITE 100",WALNUT CREEK,94596,9256714100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/2/82, 
CA,57517,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","3170 CROW CANYON PLACE, SUITE 270",SAN RAMON,94583,9256590059,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/3/83, 
CA,57524,MAD RIVER COMM HOSP H C SRVS,4605 VALLEY WEST BLVD,ARCATA,95521,7078268420,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/83, 
CA,57537,ADVENTIST HEALTH/HOME CARE SERVICES,2650 JONES WAY STE 26,SIMI VALLEY,93065,8059558190,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/20/83, 
CA,57539,SHARP HOME CARE,8080 DAGGET STREET SUITE 200,SAN DIEGO,92111,8585414850,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/14/83, 
CA,57545,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"3001 LAVA RIDGE COURT, SUITE 330A",ROSEVILLE,95661,9167977979,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/22/83, 
CA,57564,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","5050  MURPHY CANYON ROAD, SUITE 201",SAN DIEGO,92123,8007657595,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/27/83, 
CA,57567,PEC HEALTHCARE,10507 GARDEN GROVE BLVD,GARDEN GROVE,92843,7146892300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/6/83, 
CA,57569,INTERIM HEALTHCARE OF THE CENTRAL VALLEY,"1843 E FIR AVENUE, STE 101",FRESNO,93720,5592240560,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/6/83, 
CA,57570,SELF-HELP HOMECARE & HOSPICE,407 SANSOME ST SUITE 300,SAN FRANCISCO,94111,4159829171,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/5/83, 
CA,57571,COVENANT CARE AT HOME,1550 FULKERTH ROAD,TURLOCK,95380,2092505200,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/28/83, 
CA,57573,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","3636 BIRCH STREET, SUITE 195",NEWPORT BEACH,92660,9492500133,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/22/83, 
CA,57600,ST JOSEPH HEALTH SYSTEM HOME HEALTH AGENCY,1845 WEST ORANGEWOOD AVENUE SUITE 200,ORANGE,92868,7147129500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/24/84, 
CA,57602,SCRIPPS HOME HEALTH CARE SERVICES,9619 CHESAPEAKE DRIVE SUITE 300,SAN DIEGO,92123,8587157300,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/24/84, 
CA,57606,FEATHER RIVER HHA,"6626 CLARK ROAD, STE P",PARADISE,95969,5308723378,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/31/84, 
CA,57609,MERCY HOME CARE,1544 MARKET STREET,REDDING,96001,5302454040,Private,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4/4/84, 
CA,57620,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,889 11TH STREET,LAKEPORT,95453,7072637400,Other,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1/13/84, 
CA,57627,PROVIDENCE HOME CARE,"3413 PACIFIC AVENUE, SUITE 201",BURBANK,91505,8188435111,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/30/84, 
CA,57631,MERCY HOME HEALTH,"9912 BUSINESS PARK DRIVE, SUITE 100",SACRAMENTO,95827,9162813900,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/21/84, 
CA,57645,ADVENTIST HEALTH HOME CARE SERVICES,281 HARVEY DRIVE UNIT A,GLENDALE,91206,8184098379,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/18/84, 
CA,57657,LIBERTANA HOME HEALTH OF SHERMAN OAKS,5805 SEPULVEDA BLVD SUITE 605,VAN NUYS,91411,8189025000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/4/84, 
CA,57659,ST. JOSEPH HOME CARE - QUEEN OF THE VALLEY,2700 NAPA VALLEY CORPORATE DRIVE  STE C,NAPA,94558,7072574124,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/4/84, 
CA,57661,ENLOE MEDICAL CENTER HOME HEALTH AGENCY,1390 E LASSEN AVE,CHICO,95973,5303323161,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/17/84, 
CA,57663,MADERA COMM HOSP HHA,1270 E ALMOND AVE,MADERA,93637,5596752000,Private,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10/9/84, 
CA,57678,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",1455 SOUTH  AUTO CENTER DRIVE STE 150,ONTARIO,91761,9096057000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/10/84, 
CA,57679,BUTTE HOME HEALTH AND HOSPICE,10 CONSTITUTION DRIVE,CHICO,95973,5308950462,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/22/85, 
CA,57695,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"1316 CELESTE DRIVE, SUITE 140",MODESTO,95355,2095711055,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/17/85, 
CA,57704,MERCY-MEMORIAL HOME HEALTH,"1600 D STREET, SUITE 202",BAKERSFIELD,93301,6616325050,Other,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5/23/85, 
CA,57708,SISKIYOU HOME HEALTH SERVICES,700 S MAIN ST SUITE 2,YREKA,96097,5308427325,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/1/85, 
CA,57710,ADVENTIST HEALTH HOME CARE OF LAKE COUNTY,9245 HIGHWAY 53,LOWER LAKE,95457,7079940737,Religious Affiliations,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9/20/85, 
CA,57713,TRINITY HOME HEALTH SERVICES,60 EASTER AVENUE,WEAVERVILLE,96093,5306236700,Local,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6/21/85, 
CA,57734,"USA HOME HEALTH, INC","1415 E COLORADO STREET, SUITE 206",GLENDALE,91205,8182445112,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/27/86, 
CA,57736,CITRUS VALLEY HOME HEALTH,820 N PHILLIPS AVE,WEST COVINA,91791,6268592266,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/26/86, 
CA,57742,AMERICADE HOME HEALTH AGENCY,"111 W BEVERLY BLVD, SUITE 224",MONTEBELLO,90640,3232781283,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/25/86, 
CA,57746,MENDOCINO COAST HOME HEALTH,700 RIVER DRIVE,FORT BRAGG,95437,7079611234,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/2/86, 
CA,57753,BETTER HEALTH HOME CARE,"1661 HANOVER RD., SUITE 221B",CITY OF INDUSTRY,91748,6265813182,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/22/86, 
CA,57755,SIERRA NEVADA HOME CARE,155 GLASSON WAY,GRASS VALLEY,95945,5302746350,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/25/86, 
CA,57756,COLUSA REGIONAL MEDICAL CENTER,199 E WEBSTER ST,COLUSA,95932,5304582075,Private,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10/10/86, 
CA,57761,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","2550 HOLLYWOOD WAY, SUITE 200",BURBANK,91505,8184809300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/24/86, 
CA,57763,HI DESERT HOME HEALTH SERVICES,63484 CHICKSAW,JOSHUA TREE,92252,7603666424,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/22/86, 
CA,57772,HEALTH AT HOME,"375 LAGUNA HONDA BLVD, UNIT F5",SAN FRANCISCO,94116,4157594700,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/18/87, 
CA,57774,INLAND EMPIRE HOME HEALTH,"27851 BRADLEY ROAD, SUITE #125",SUN CITY,92586,9516724829,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/1/87, 
CA,57778,ACTION HOME NRSG SRVS,"1190 SUNCAST LANE, SUITE 6",EL DORADO HILLS,95762,9169331234,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,9/22/87, 
CA,57786,ANTELOPE VALLEY HOME CARE,44335 LOWTREE AVENUE,LANCASTER,93534,6619495938,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/8/87, 
CA,57788,TORRANCE MEMORIAL HOME HEALTH,23326 HAWTHORNE BLVD SUITE 100 A,TORRANCE,90505,3107843739,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/10/87, 
CA,57792,GLENDALE HOME HEALTH CARE,914 N GLENDALE AVE,GLENDALE,91206,8185022121,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/24/88, 
CA,57794,KAISER FOUNDATION TRI CENTRAL HHA,12200 BELLFLOWER BLVD,DOWNEY,90242,5626224350,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/30/85, 
CA,57795,KAISER FOUNDATION HOSPITAL VALLEY CONTINUING CARE,10605 BALBOA BLVD SUITE 330,GRANADA HILLS,91344,8188327200,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/31/83, 
CA,57797,KAISER FOUNDATION HOSP SAN DIEGO HHA PARENT,10992 SAN DIEGO MISSION RD 3RD FLOOR,SAN DIEGO,92108,6196414663,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/8/83, 
CA,57799,KAISER FOUNDATION HOSPITAL ANAHEIM HHA,17542 E 17TH STREET,TUSTIN,92780,7147344500,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/10/85, 
CA,58000,"EXCELLENT IN-HOME CARE, INC",16601 VENTURA BLVD SUITE 506,ENCINO,91436,8187554900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/15/97, 
CA,58004,JOLA HOME HEALTH SERVICE,3311 W MANCHESTER SUITE 201- 206,INGLEWOOD,90305,3235411100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/5/97, 
CA,58005,"VISITING HOME NURSES, INC",8273 WHITE OAK AVENUE SUITE 110,RANCHO CUCAMONGA,91730,9094847881,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/25/97, 
CA,58007,TRIPLE RC HH SRVS,22777 LYONS AVE STE 219,NEWHALL,91321,6612553525,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/13/97, 
CA,58008,IMMACULATE HEART OF MARY HH,10066 E ROSECRANS AVE,BELLFLOWER,90706,5629209868,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/1/97, 
CA,58010,"ERG HOME HEALTH PROVIDER, INC",11700 SOUTH STREET SUITE 200,ARTESIA,90701,5624031070,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/20/97, 
CA,58013,"ARPI, INC HOME HEALTH CARE","206 N JACKSON ST, STE 100",GLENDALE,91206,8182393949,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/6/97, 
CA,58014,CLORAN HOME HEALTH SERVICES,11428 E ARTESIA BLVD SUITE 3,ARTESIA,90701,5628607770,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/11/97, 
CA,58017,ALWAYS BETTER CARE HH,3600 WILSHIRE BLVD STE 1920,LOS ANGELES,90010,2132512315,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/7/97, 
CA,58018,SPIRIT HOME HEALTH CARE,8929 SOUTH SEPULVEDA STE 306,WESTCHESTER,90045,3106414100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/18/97, 
